species,state,source
Viola oahuensis,Hawaii,natserv
Vireo atricapilla,Kansas,natserv
Vireo atricapilla,Oklahoma,natserv
Vireo atricapilla,Texas,natserv
Wikstroemia bicornuta,Hawaii,natserv
Wikstroemia skottsbergiana,Hawaii,natserv
Wikstroemia villosa,Hawaii,natserv
Wilkesia gymnoxiphium,Hawaii,natserv
Wilkesia hobdyi,Hawaii,natserv
Xantusia gracilis,California,natserv
Xerarionta intercisa,California,natserv
Xerarionta redimita,California,natserv
Xerarionta tryoni,California,natserv
Xylosma crenata,Hawaii,natserv
Xyrauchen texanus,Arizona,natserv
Xyrauchen texanus,California,natserv
Xyrauchen texanus,Colorado,natserv
Xyrauchen texanus,Navajo Nation,natserv
Xyrauchen texanus,Nevada,natserv
Xyrauchen texanus,New Mexico,natserv
Xyrauchen texanus,Utah,natserv
Xyrauchen texanus,Wyoming,natserv
Zanthoxylum dipetalum,Hawaii,natserv
Zanthoxylum dipetalum,Hawaii,natserv
Zanthoxylum flavum,Florida,natserv
Zanthoxylum hawaiiense,Hawaii,natserv
Zanthoxylum oahuense,Hawaii,natserv
Ziziphus celata,Florida,natserv
Acanthomyops murphii,New York,natserv
Acanthomyops murphii,Michigan,natserv
Acanthomyops murphii,North Carolina,natserv
Acanthomyops murphii,Colorado,natserv
Acanthomyops murphii,Arizona,natserv
Acanthothecis leucoxanthoides,Georgia,natserv
Acanthothecis leucoxanthoides,North Carolina,natserv
Acanthothecis paucispora,North carolina,natserv
Achatinella leucorrhaphe,Hawaii,natserv
Adenophorus epigaeus,Hawaii,natserv
Agaricus pattersoniae,California,natserv
Aglaodiaptomus kingsburyae,Oklahoma,natserv
Aglaodiaptomus kingsburyae,Texas,natserv
Aglaodiaptomus marshianus,Florida,natserv
Amphinaias couchiana,NA,natserv
Antrobia breweri,Alabama,natserv
Aphaenogaster bidentatus,NA,natserv
Aspidoscelis gypsi,Arizona,natserv
Aspidoscelis gypsi,New Mexico,natserv
Aspidoscelis gypsi,Texas,natserv
Asplenium diellaciniatum,Hawaii,natserv
Asplenium dielpallidum,Hawaii,natserv
Assiminea infirma,California,natserv
Axis porcinus,NA,natserv
Branchinella lithaca,Georgia,natserv
Caecidotea macropoda,NA,natserv
Calidris pygmaea,NA,natserv
Callistosporium vinosobrunneum,Hawaii,natserv
Chrysodracon fernaldii,Hawaii,natserv
Chrysodracon halapepe,Hawaii,natserv
Coprosma cordicarpa,Hawaii,natserv
Cyanea konahuanuiensis,Hawaii,natserv
Cyanea st-johnii,Hawaii,natserv
Cyclosorus wailele,Hawaii,natserv
Delissea takeuchii,Hawaii,natserv
Delissea waianaeensis,Hawaii,natserv
Disconaias salinasensis,New Mexico,natserv
Disconaias salinasensis,Texas,natserv
Egretta eulophotes,NA,natserv
Escobaria robbinsorum,Arizona,natserv
Eximacris superbum,Alabama,natserv
Eximacris superbum,Arkansas,natserv
Eximacris superbum,Florida,natserv
Eximacris superbum,Georgia,natserv
Eximacris superbum,Louisiana,natserv
Eximacris superbum,Missouri,natserv
Eximacris superbum,North Carolina,natserv
Eximacris superbum,South Carolina,natserv
Eximacris superbum,Texas,natserv
Fallicambarus hortoni,Tennessee,natserv
Gastrolactarius camphoratus,Washington,natserv
Gastrolactarius camphoratus,Oregon,natserv
Porites pukoensis,NA,natserv
Pritchardia aylmer-robinsonii,Hawaii,natserv
Pritchardia flynnii,Hawaii,natserv
Pteris lidgatei,Hawaii,natserv
Pterodroma alba,Hawaii,natserv
Pterodroma deserta,Florida,natserv
Pterodroma deserta,Georgia,natserv
Pterodroma deserta,South Carolina,natserv
Pterodroma deserta,North Carolina,natserv
Pterodroma deserta,Virginia,natserv
Pterodroma deserta,Maryland,natserv
Pterodroma deserta,Delaware,natserv
Pterodroma deserta,New Jersey,natserv
Pterodroma pycrofti,Hawaii,natserv
Rinodina brodoana,North carolina,natserv
Sebastes paucispinus,NA,natserv
Spelaeorchestia kiloana,Hawaii,natserv
Stichopus herrmanni,NA,natserv
Stygobromus identatus,Maryland,natserv
Stygobromus identatus,North Carolina,natserv
Stygobromus morrisoni,Virginia,natserv
Stygobromus morrisoni,West Virginia,natserv
Theliderma tuberosa,NA,natserv
Trimerotropis occidentaloides,California,natserv
